"Data Source","World Development Indicators",

"Last Updated Date","2025-12-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Benin","BEN","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","7382490.635","17591100.69","28039279.94","39181098.94","56236076.35","72921585.08","77002243.04","62006073","36949996.95","43845420.84","42065956.12","40288208.01","50822120.67","60225616.46","71116760.25","91336494.45","101049423.2","117970527.6","136306823.7","108893981.9","89481948.85","98932296.362212","84917981.8711026","70106471.1259591","89178475.7128406","75026904.5400656","85876253.1152284","83064161.1242547","76107818.0196352","55401177.0875582","63117010.2701726","146939347.933076","195673786.140392","240793733.393634","207863209.389344","126457222.338887","139569120.486051","172185775.345677","207763555.185996","248800533.682455","304659173.440494","214449579.45289","221726214.973562","195776833.870765","198742396.0148","216993145.183502","204623916.545632","230914333.08778","250408119.919797","338542904.957818","235644897.460938",
"Burkina Faso","BFA","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","35940307.62","47654621.12","51023120.88","60147422.79","78074638.37","109669143.7","150431030.3","153360977.2","110302223.2","113213974","90237777.71","125921798.7","191625381.5","173280075.1","187028152.5","155259277.3","139672851.6","112967811.6","128813964.8","117222412.1","80346946.72","78178306.58","76009666.44","73841026.31","71672386.17","69503746.03","67335105.9","49915523.53","58734134.67","53747390.75","44417327.88","56664819.5959556","67996281.7810241","84436174.1346808","99742143.2004594","96373875.862385","120462189.137397","221068018.694094","209980744.386755","308469520.206762","396308040.732103","384985616.449515","397373892.542271","416839243.101534","455650092.233639","467251841.7327","524608104.841885","570950968.580104","523912790.750469","584392246.516695","590000000",
"Bangladesh","BGD","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","18761274.34","78875038.15","115435371.4","171138702.4","338666748","381052154.5","526463684.1","642408508.3","500747406","502471374.5","576282470.7","747808898.9","763622131.3","757979553.2","778865600.6","769365722.7","911759948.7","1007375061","1150881226","1201664266.51586","1344661208.65883","1526499543.77216","1605786652.44555","1806794191.65168","1967528858.46792","2104551469.14176","2858057770.42652","3191664732.05594","3583817227.52373","4314502845.76468","5427515428.73379","6562316321.90849","8940611606.37692","10520653005.6388","10850211617.3056","12071073184.1575","14119627033.9853","13866954019.3967","14987531478.7427","15295536094.8351","13574285886.2472","13501933032.7096","15566241930.3078","18363859531.2811","21751646479.1934","22205503377.1199","21505473781.2512","22168181204.6102","27596525229.7642",
"Bulgaria","BGR","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41500000","50600000","50675833.2425631","42528019.7653899","58235451.3536032","826200309.55945","1176951496.86156","1718485429.27941","1722769584.63433","1612912427.00583","1716435980.56618","1693553171.13885","1918650334.46894","1591794627.63678","1332910000","1483190000","1448880000","1666960000","1717900000","1523870000","1629140000","2079620000","2122180000","2135650000","1985450000","2010320000","2092050000","2286420000","2642960000",
"Bahrain","BHR","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahamas, The","BHS","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50805711","53040600","57888000","62673300","65929000",
"Bosnia and Herzegovina","BIH","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1984050244.41406","1872783885.77068","1580952510.81787","1500016856.77626","1495729518.77171","1738096326.07414","2053201662.45907","2037731948.23596","2148940834.02538","2686415541.12783","2717663874.22992","2127033059.49894","1822304847.02471","1958230199.62973","1845715376.70009","1957987470.1827","2107139724.56893","1801111957.91247","1845995097.12476","2016872694.94043","2262876954.49906","2332570551.41359","1931039749.05506","2477948499.81384","2581262139.02976","2823600740.5249","3124315487.86078",
"Belarus","BLR","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400000.006","400000.006","28500000","93300000","46500000","53900000","62000000","114200000","67200000","80600000","164100000","239400000","198600000","268200000","288300000","583300000","503800000","575300000","890600000","1053100000","1213500000","1231300000","931500000","976600000","1253800000","1445800000","1418800000","1013700000","1149960674.08","1486960391.02","1260612819.98","1377333747.69",
"Belize","BLZ","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","17750000","21049999.24","24399999.62","19350000.38","16950000.76","21950000.76","18450000.76","15600000.38","19750000","16500000","12968000.41","13896500","17250000","22700000","23400000","24416904.32","24868381","28397885.2124741","26836163.7211132","32151079.7313914","33650128.5408451","44693322.8446019","63811950.7870625","73119263.1866794","76489003.3131694","78578401.6029387","78134569.5922123","75323553.8226013","75945646.6882624","74401710.3702046","80334417.6238619","84744074.5377817","96671006.6813063","90214516.2971224","92512738.7840345","96816750.1184865","120683619.417896","135359896.997178","142416852.72081","149567163.491605","154149602.655516",
"Bermuda","BMU","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1182490000","1450138212.08335","1390779867.4244","1346066952.36915","1261415800.63611","1175291441.14365","1190775526.82694","1224886398.23913","1335682709.83223","1445391571.51099","1445943330.07813","1505955305.05222","1446756401.42999","1547229197.94003","1574100922.762","1655608129.09725","1754513558.77682","2035318440.28234","2346000000",
"Bolivia","BOL","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","1399999.976","1799999.952","2000000","1000000","1399999.976","4699999.809","2700000.048","5000000","5800000.191","6000000","8000000","8600000.381","4500000","8500000","4599999.905","3400000.095","3799999.952","4199999.809","4500000","5400000","10700000","84900000","88400000","96000000","126870000","135280000","112900000","158166413.296793","210558668.516465","337040056.699114","602974070.716","1055366581.7028","1134718446.9388","1057930000","960212746.785506","1042996646.64181","1110532146.98188","1201339478.59818","1176966248.36875","1190958193.96266","1246634759.3559","1407996988.86426","1388281653.93941","1335620196.92987","1126517920.43532","1417462508.76988","1459221074.91624","1449389659.89759","1284905130.262",
"Brazil","BRA","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","82000000","81000000","61000000","113000000","73000000","111000000","124000000","57000000","29000000","46000000","40000000","40000000","42000000","32000000","120000000","573000000","1110000000","1791000000","1247000000","2068000000","2952000000","2059000000","1572000000","1236000000","1501000000","1349591000","1448914000","2003791000","2286680000","2812514000","2805358000","3287162000","3305694000","3642585000","2889159500","3082801866.11","3214602242.94","2784072055.49","2717675068.66","2647908513.04","2896909951.71","2739786526.59","2698770651.24","2933489276.49","3213621676.71","3566219438.48","4102018147.7","4973758734.57","4433700953.4","4902400448.25",
"Barbados","BRB","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","4400000.095","4607883.93","5100764.275","6380088.329","8133522.987","9213089.943","9649999.619","10000000","11699999.81","14199999.81","9100000.381","11050000.19","9050000.191","8449999.809","10399999.62","8149999.619","10800000.19","28200000.76","31950000.76","32000000","37900001.53","45150001.53","54500000","55349998.47","57200000.76","60900000","68000000","77000000","86750000","98700000","113200000","129950000","125061000","130500000","130508571.515","94455423.8","87348422.95","138674184.035","101160650.815","114476089.54","81868796.19","147293266.1916","152319842.442333","190981632.979834","188716960.993833","198038294.834484","157509039.9835","85175892.5","85175892.5","85175892.5","85175892.5","85175892.5","85175892.5","85175892.5","85175892.5",
"Brunei Darussalam","BRN","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2238933.57293967","2933039.37670196","3548930.80484922","4866701.16845045","8273480.86460516","10460534.0047244","18144730.4308342","11804283.7060374","14292342.8904863","19656507.9192158","34343456.661168","43153828.4255767","58148515.7992804","56658762.938509","83435182.5866655","73367268.394708","95956453.6252309","107937502.061169","109604204.233408",
"Botswana","BWA","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","43136806.49","61410015.11","68886909.48","57477024.08","58281730.65","77326385.5","74575286.87","56426345.83","55883449.55","49985622.41","31273542.4","37250999.45","54319961.55","54687019.35","49382450.1","85569969.18","83500007.63","93993293.76","74285774.23","69878875.73","55334979.8355581","43258571.7451534","40925961.6025508","36255880.4320047","26360203.531478","18540860.9679144","17907642.6621621","19073417.4869225","27309329.1576155","78656415.9593629","117744505.789808","103859006.637737","92191518.1508924","46823196.3350129","15209029.1859778","22321278.9239337","20409878.2888145","18103143.9242752","36004335.9432825","46123119.0839999","30045619.5721967","24622501.683518","38956561.4682333","44309897.4026306","59360104.1407767","44222901.8878611","60583609.6740257","62238030.2194786","70025203.609462","128298940.687971",
"Central African Republic","CAF","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","1965974.45","988230.4668","","37864.5249","11040.3122","36517.8697","20993.7375","21151.9469","21310.1581","21468.3693","21626.5805","21784.7917","21943.0029","80803.6923","141790.2112","150354.7579","158919.3046","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","486450124.196581","557614596.99196","492323809.928894","495453434.25793","657130051.118597","554559608.300993","611188719.329728","635318060.390276","672291476.854856","827662792.757915","933656853.336042","1085691997.21254","1177479621.67601","1299412196.87696","1196444724.41023","1199157750.27888","1227344978.04621","1254600489.98476","1336538605.70777","1351304689.29191","1274255368.12747","1289324860.09108","1268185480.31643","1295567216.75409","1311782569.26068","821832443.665485","831502696.662448","863836976.43937","847193218.595666","851437898.472404",
"Central Europe and the Baltics","CEB","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38299999.24","498856128.0134","1457057400.0255","1904337619.11491","2090986524.26941","2091623416.66295","2611753537.88996","2281903309.12276","3650744137.52754","4638350241.20974","5352262289.76775","7388254571.50798","11914402662.6632","16645124627.8931","20317459523.0222","24671264338.7019","27229546022.242","22488470714.5988","20026045550.596","22016902853.9266","21477522230.7027","29451449754.029","30855284041.6741","28673359878.4127","30410266082.5003","33451029313.362","35768053475.3984","37005697895.5388","34932233108.4187","38125993602.5295","37511082074.1444","42634213814.708","44076030567.9171",
"Switzerland","CHE","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","405654205.3","536905273.4","592401001","608697814.9","442919036.9","527022216.8","551177673.3","495811492.9","498550140.4","651503234.9","779242553.7","826214721.7","755107971.2","923652832","987244201.7","1044645752","1052437988","1212114624","1473188518.65763","1390360919.41004","1208285603.54852","1226985564.1241","1221534901.44819","994933149.51959","1176038086.22683","1225420692.98309","1533293465.90357","1695345813.35115","1983413660.07754","2086196449.74924","2062376657.54137","2496588987.18975","2629769842.84438","2795659037.54217","3052047215.0645","2636075446.76299","2693902182.86792","2693250343.05959","2750260455.07704","2789758509.40625","2924805531.08435","2878850443.11536","2885184564.62178","3107610190.42699","3213702530.70222","3319717876.69724","3490357832.22132","3635806741.16748",
"Channel Islands","CHI","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","1000000","1000000","1000000","400000.006","500000","100000.0015","1299999.952","400000.006","","","","","","","","","","13300000","11900000","12400000","11800000","11600000","","","","","51938053.6776965","62324923.1059028","70917381.8950211","72030040.7443826","71108144.9065198","60612706.416405","58992215.8381229","64551112.6635094","66541753.587694","69856849.7873431","69372771.3618018","66197477.5911306","66484972.9580665","85172251.1999996","97067400.4999996","100140399.599999",
"China","CHN","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","617320000","542000000","403000000","271000000","445280000","228040000","326340000","188860000","195940000","389820000","619380000","631380000","857000000","350000000","1672000000","4589000000","344000000","530000000","758082000","1209000000","2353070421.5742","4625331810","6641220178.7534","3337061829.2962","4319492608.79338","6833129702.14478","9136546899.82745","9209489821","13636040942","16568371453","17065623287","17790105219","29910500593.04","33104675861.87","26883278893.8","28675983092.3","24305605210.61","18294313104.25","18876250770.21","22479899032.72","26093633202.03","29484299914.89","31410598200.12",
"Cote d'Ivoire","CIV","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","12131793.98","14228888.51","15874328.61","22157634.74","28205875.4","32184844.97","30912874.22","28909978.87","27029436.11","24945264.82","24039373.4","35806491.85","42923229.22","42639167.79","35422275.54","44442031.86","41473640.44","49518871.31","57564102.17","110409729","151057266.2","147003509.5","136378585.8","142567581.2","137560699.5","119317176.8","116004821.8","120092422.5","141603500.4","159198211.7","163238757.499224","166909883.13886","184936824.513275","199721402.156653","316346324.011048","373841959.225321","397123339.074986","367086167.01074","384778636.222715","387214302.313812","336382061.922342","342435061.096102","307645127.912132","332046729.96181","328290412.149645","329147636.244163","440194174.696336","1041929443.64097","1544274174.14695","1090000000",
"Cameroon","CMR","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","3478724.48","29392337.8","28704811.1","19019723.89","28000396.73","14829845.43","12220014.57","23736240.39","12777147.29","12321712.49","32569686.89","22992322.92","7337643.623","25010219.57","20341670.99","11401200.29","11239141.9243085","13409964.6371449","13564186.1214648","22612526.2692594","15404277.0364073","22100034.1796201","16831585.0818213","29456452.6251852","75414618.5995415","103389306.370281","77019167.2179991","130058704.554611","167560280.239555","162670388.475588","185112093.172527","114971017.942741","219542284.801707","210407729.586194","244128551.991109","283337565.915889","241706990.047079","268951584.734338","316800671.404731","333554498.390557","355550645.811703","334097288.504641","430097112.097774","562660764.308562","786560477.899987","630000000",
"Congo, Dem. Rep.","COD","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8900000","12800000","8800000","14700000","19500000","15700000","1127500000","855853174.59244","1001358241.28659","756410387.642135","1166568218.32676","593480274.784826","1076294914.6231","1822706175.76018","2076317927.82742","1196048014.07298","1347879531.24333","3261877235.07526","3298265099.18365","2000736160.66299",
"Congo, Rep.","COG","Personal remittances, received (current US$)","BX.TRF.PWKR.CD.DT","","","","","","","","","","","","","","","","","","","2499381.065","3088543.177","3175887.108","2653791.666","2131696.224","1609600.663","1087505.221","565409.7795","43314.3079","9982.1463","4431787.491","4404277.802","4376768.112","4349258.423","4321748.734","4294239.521","4266729.832","4239220.01993526","7819335.34724702","4574507.63474941","1937446.49863673","11666412.4196063","10352873.0727615","12119417.8945795","1176490.49976873","12388155.7326253","14954054.8220439","11379620.3626781","13207621.661714","16687081.7739817","21717486.771713","34089356.1430094","33137005.1187299","62226176.1618155","68345052.9781772","72057151.4560363","41593306.5848079","29796433.4266576","7710018.0691236","","","26242892.954918","12632343.286696","43959696.1855082","43959696.1855081","43959696.1855081","44000000",
